,tweet,id,time,user,location,favourites,retweet-count,hashtags
651,"While dry weather has prevailed in Southern California since mid-January, a storm will bring rain back to the regio… https://t.co/bfcWQM2ch5",1090535220724617216,2019-01-30 09:00:32,19071682,"State College, PA",11,6,[]
652,"Buffalo, New York, received a record-setting 6.4"" of snow on Tuesday. This broke the previous daily record of 6.0""… https://t.co/dID4RbQhmN",1090517497630113792,2019-01-30 07:50:06,19071682,"State College, PA",21,12,[]
653,"A storm will bring mainly rain across France, Spain and Portugal with snow across the higher terrain of northern Sp… https://t.co/49jUIyHKzi",1090499869507227648,2019-01-30 06:40:04,19071682,"State College, PA",12,11,[]
654,"Dangerous snow squalls will sweep through the Northeast on Wednesday, threatening whiteout conditions on the roadwa… https://t.co/3PM6I2J7Xa",1090482255275978753,2019-01-30 05:30:04,19071682,"State College, PA",24,22,[]
655,"While it's currently raining in Boston, snow falling across the northwestern suburbs will reach the city later toni… https://t.co/hYAXLtnu9V",1090464635860455424,2019-01-30 04:20:03,19071682,"State College, PA",6,4,[]
656,"Long-standing records are poised to fall as the polar vortex sends extremely cold air into the north-central, midwe… https://t.co/n0JTgV6u2O",1090445936793403394,2019-01-30 03:05:45,19071682,"State College, PA",24,16,[]
657,Road conditions will continue to deteriorate into the overnight hours. @ILStatePolice report extremely icy road con… https://t.co/odMB4TwoQO,1090435209034690560,2019-01-30 02:23:07,19071682,"State College, PA",24,18,[]
658,"RT @NWSBUFFALO: At 7:35 pm a burst of heavy snow, lasting 20 to 30 minutes, will bring visibilities of less than a quarter mile this evenin…",1090410038710161410,2019-01-30 00:43:06,19071682,"State College, PA",0,24,[]
659,"Before one of the coldest Arctic outbreaks this winter sweeps into the northeastern United States, disruptive snow… https://t.co/EG7xywvJEc",1090406766867816448,2019-01-30 00:30:06,19071682,"State College, PA",24,14,[]
660,Residents enduring the brutal and life-threatening Arctic outbreak to end January can look ahead to the taste of Ma… https://t.co/pQA9z71jMQ,1090390396490969088,2019-01-29 23:25:03,19071682,"State College, PA",42,21,[]
661,"RT @ReedTimmerAccu: INTENSE! Dangerous snow squalls continue to move off Lake Erie impacting the Buffalo, NY. #Blizzard conditions possible…",1090387734756233218,2019-01-29 23:14:29,19071682,"State College, PA",0,179,[Blizzard]
662,Long-standing records may fall across the north-central US on Tuesday night as temperatures dive to staggeringly lo… https://t.co/qsIdnwXzCZ,1090374049316945924,2019-01-29 22:20:06,19071682,"State College, PA",38,26,[]
663,"RT @ReedTimmerAccu: BUFFALO: snow squalls are more showery now with strong southwesterly winds ahead of much colder air, stronger winds to…",1090361709217415168,2019-01-29 21:31:04,19071682,"State College, PA",0,51,[]
664,Chilly weather is expected in Atlanta on the days leading up to Super Bowl 53 on Sunday #SBLIII… https://t.co/rSGtWIbIC4,1090355167810256896,2019-01-29 21:05:04,19071682,"State College, PA",12,7,[SBLIII]
665,"RT @StormOfCorn: Along with the dangerously cold air and brutal AccuWeather RealFeel® Temperatures, heavy lake effect snow will continue to…",1090351122085228544,2019-01-29 20:48:59,19071682,"State College, PA",0,5,[]
666,Snow is falling along the I-81 corridor from Virginia through New York and could cause travel disruptions through t… https://t.co/t98cJF1hok,1090336597927776256,2019-01-29 19:51:17,19071682,"State College, PA",13,8,[]
667,A taste of March will arrive in the Northeast and Midwest this weekend following bitterly cold air from the polar v… https://t.co/RC8OwcB3xl,1090319940278726657,2019-01-29 18:45:05,19071682,"State College, PA",45,21,[]
668,"Winter Storm Gabriel will move across western Europe into the middle of the week, bringing widespread rain and snow… https://t.co/ynxlHP3xP2",1090301110563360769,2019-01-29 17:30:16,19071682,"State College, PA",15,13,[]
669,"At 9:21 a.m. CST, Grand Forks International Airport in North Dakota reported a temperature of -24 F with an AccuWea… https://t.co/Wl5qNH5yfe",1090281037232590848,2019-01-29 16:10:30,19071682,"State College, PA",31,24,[]
670,"A tropical low spinning over northern Queensland, Australia, brought historic flooding to some areas in recent days… https://t.co/8VtTUS0FXF",1090266959021670402,2019-01-29 15:14:33,19071682,"State College, PA",9,6,[]
671,"RT @NWSChicago: Its seems like it snows every day anymore. Well for nearly the past two weeks in Chicago it has!

There have been 13 straig…",1090255085840547840,2019-01-29 14:27:23,19071682,"State College, PA",0,109,[]
672,"While temperatures are not expected to dive down quite as far as they will in the Upper Midwest, it is expected to… https://t.co/oT08TjQgQM",1090225502634340352,2019-01-29 12:29:49,19071682,"State College, PA",22,11,[]
673,As the worst Arctic outbreak in many years slams the midwestern and northeastern United States with dangerously col… https://t.co/kHKwo8wIws,1090207519946039297,2019-01-29 11:18:22,19071682,"State College, PA",29,12,[]
674,"The current temperature of 22 degrees F in Wichita, Kansas, is 26 degrees lower than the temperature 24 hours ago (… https://t.co/wtSI3RvzY8",1090174069855653890,2019-01-29 09:05:27,19071682,"State College, PA",24,13,[]
675,Rain may end as a brief period of snow and bring a coating to an inch of snow from central Mississippi to northern… https://t.co/ngdDljdZSq,1090147126976397312,2019-01-29 07:18:23,19071682,"State College, PA",10,6,[]
676,A developing snowstorm will eventually bring as much as one or two feet of snow to parts of northern New England fr… https://t.co/NIvwTdUli3,1090111656812793856,2019-01-29 04:57:26,19071682,"State College, PA",30,18,[]
677,"The frigid air unleashed by the polar vortex in the Midwest will expand into the Northeast this week, bringing the… https://t.co/nalLWzhUIp",1090073167262044160,2019-01-29 02:24:30,19071682,"State College, PA",79,66,[]
678,Snow and cold will not just be confined to the midwestern and northeastern United States this week. Many communitie… https://t.co/hHTUhmtZmr,1090055457111187456,2019-01-29 01:14:07,19071682,"State College, PA",68,47,[]
679,Accumulating snow will spread across the Northeast on Tuesday and Tuesday night ahead of record-challenging chill a… https://t.co/vLpgUDTudD,1090039356432285696,2019-01-29 00:10:09,19071682,"State College, PA",43,20,[]
680,A tropical low spinning over northern Queensland brought historic flooding to some areas over the weekend and will… https://t.co/VFUm2oO7ZX,1090037572749934593,2019-01-29 00:03:03,19071682,"State College, PA",9,5,[]
681,Temperatures in Minneapolis could drop near -30F on Tuesday night with an AccuWeather RealFeel® Temperature below -… https://t.co/RCs0XzUIwb,1090018815700807681,2019-01-28 22:48:31,19071682,"State College, PA",45,28,[]
682,A state of emergency has been declared in Alabama due to the threat of wintry weather this week:… https://t.co/PQiKPGFd26,1089999080254816256,2019-01-28 21:30:06,19071682,"State College, PA",16,26,[]
683,The latest snowfall forecast for the Northeast Tuesday into Wednesday as a snowstorm tracks over the region:… https://t.co/JpMuru7JeP,1089983989752963074,2019-01-28 20:30:08,19071682,"State College, PA",20,21,[]
684,Update: This storm has been named Winter Storm #Gabriel by Meteo-France: https://t.co/zHfDCQyubs https://t.co/7pEMGkRouc,1089970050583416832,2019-01-28 19:34:45,19071682,"State College, PA",7,8,[Gabriel]
685,A new winter storm will bring widespread rain and snow to western Europe Tuesday into Wednesday:… https://t.co/TQHpaBcnJ0,1089966360787079168,2019-01-28 19:20:05,19071682,"State College, PA",22,13,[]
686,"RT @NWSMiami: 01/28 : We can confirm that a high end EF-0 tornado touched down in Hialeah last night, January 27, 2019 with winds approachi…",1089955970506211329,2019-01-28 18:38:48,19071682,"State College, PA",0,78,[]
687,Cold and snowy weather will kick off Super Bowl festivities in Atlanta ahead of Sunday’s game #SBLIII… https://t.co/1Ac18XC473,1089946392322285571,2019-01-28 18:00:44,19071682,"State College, PA",14,7,[SBLIII]
688,"On Tuesday night, widespread lows under 30 below zero will grip much of North Dakota, eastern South Dakota &amp; Minnes… https://t.co/4xOh6eODcT",1089927422093471750,2019-01-28 16:45:21,19071682,"State College, PA",29,19,[]
689,Parts of the southern US will receive accumulating snow from Monday night into Tuesday: https://t.co/GMzPvGohUf https://t.co/E4miZFnIsN,1089912556939067393,2019-01-28 15:46:17,19071682,"State College, PA",28,13,[]
690,RT @BlakeNaftel: Messy morning commute along Lakeshore Drive in #Chicago this morning. Snow will be coming to end in the next hour or so we…,1089898273777827840,2019-01-28 14:49:32,19071682,"State College, PA",0,15,[Chicago]
691,A tornado is being blamed for three deaths &amp; at least 170 injuries in Cuba's capital city of Havana: https://t.co/fvbylAFcZb,1089886554707947520,2019-01-28 14:02:58,19071682,"State College, PA",13,13,[]
692,RT @AP: BREAKING: Cuban president says on Twitter that a tornado in eastern Havana has killed 3 people and injured 174.,1089879726091587584,2019-01-28 13:35:50,19071682,"State College, PA",0,491,[]
693,Snow is producing hazardous and difficult travel conditions across parts of northern Indiana this morning:… https://t.co/3L20jhrGSx,1089875623617744897,2019-01-28 13:19:32,19071682,"State College, PA",12,9,[]
694,"Due to ongoing snow, arriving flights into Chicago O'Hare International airport are facing delays over 4.5 hours, t… https://t.co/nKRK7IdRl9",1089859472422522880,2019-01-28 12:15:21,19071682,"State College, PA",33,29,[]
695,RT @jpetramala: Around 4-6 inches of #snow in #Chicago ahead of the #PolarVortex2019 Coverage on @accuweather @breakingweather this week. h…,1089851795395014656,2019-01-28 11:44:51,19071682,"State College, PA",0,31,"[snow, Chicago, PolarVortex2019]"
696,The coldest weather in years will put millions of people and animals throughout the midwestern United States at ris… https://t.co/E8wHm7fW0K,1089834787160891392,2019-01-28 10:37:16,19071682,"State College, PA",56,38,[]
697,"Before the worst Arctic outbreak so far this winter sweeps into the northeastern United States, a disruptive snowst… https://t.co/rZlbYWUpdb",1089812772987305984,2019-01-28 09:09:47,19071682,"State College, PA",24,21,[]
698,The current temperature of 2 degrees F in Detroit is 17 degrees lower than the temperature 24 hours ago (19 F). Aft… https://t.co/mqCYT9COS7,1089784993893765126,2019-01-28 07:19:24,19071682,"State College, PA",31,23,[]
699,"Many communities in the South will face snow, slippery travel and a rapid freeze-up early this week as a storm syst… https://t.co/GkuWAC0W9Y",1089750510981337088,2019-01-28 05:02:23,19071682,"State College, PA",33,18,[]
700,Snow diving into the northern Plains is expected to sweep eastward to the Great Lakes through Monday:… https://t.co/gWkq07lBgn,1089723505518800896,2019-01-28 03:15:04,19071682,"State College, PA",19,11,[]
701,"A winter storm is expected to impact the Midwest and Northeast into early next week, paving the way for a blast of… https://t.co/7NhsN0jlk0",1089703369558712323,2019-01-28 01:55:03,19071682,"State College, PA",59,40,[]
702,The coldest weather in years will put millions of people and animals throughout the midwestern United States at ris… https://t.co/KX04iVUHEd,1089681991132479489,2019-01-28 00:30:06,19071682,"State College, PA",72,58,[]
703,Another winter storm moving across western Europe into the middle of the week will bring widespread rain and snow a… https://t.co/Kxvd93KHni,1089660588018540546,2019-01-27 23:05:03,19071682,"State College, PA",33,12,[]
704,"Before the worst Arctic outbreak so far this winter sweeps into the northeastern United States, a potentially major… https://t.co/k2G4QbMnRs",1089642972482809856,2019-01-27 21:55:03,19071682,"State College, PA",22,10,[]
705,"Before enduring the harshest cold in years, Minneapolis and Chicago are among the cities where a snowstorm will bri… https://t.co/NUnrorBIF6",1089625516049661957,2019-01-27 20:45:41,19071682,"State College, PA",25,20,[]
706,"While they may threaten weekend and vacation plans, downpours will bring drought relief to the Florida Peninsula th… https://t.co/45wv7QsSm9",1089607573236604928,2019-01-27 19:34:24,19071682,"State College, PA",9,8,[]
707,The coldest weather in years will put millions of people and animals throughout the midwestern United States at ris… https://t.co/nNU5HoCuhe,1089587108065525760,2019-01-27 18:13:04,19071682,"State College, PA",53,48,[]
708,The Niagara River Control Center reported high  water levels on the Niagara River due to an ice jam. This will resu… https://t.co/fui11y92Bn,1089572783296790528,2019-01-27 17:16:09,19071682,"State College, PA",38,24,[]
709,Drivers along I-80 and other roads in central PA should use extreme caution as a snow squall continues to march eas… https://t.co/xLhnWMg3hg,1089551415448666113,2019-01-27 15:51:14,19071682,"State College, PA",18,13,[]
710,"Before the next shot of dangerous cold arrives, a snowstorm will create difficult travel along the I-90 and I-94 co… https://t.co/0iVIRbyktZ",1089543569738731522,2019-01-27 15:20:04,19071682,"State College, PA",28,17,[]
711,"As snow showers and squalls persist across Pennsylvania, there is a speed restriction on I-80. More snow is headed… https://t.co/wsQLiRFVNS",1089523055309848579,2019-01-27 13:58:33,19071682,"State College, PA",11,6,[]
712,@AeimsM We are monitoring the potential for a storm to deliver some rain/snow to the area around that time. If that… https://t.co/fO6BzrlxKL,1089510662437519360,2019-01-27 13:09:18,19071682,"State College, PA",0,0,[]
713,"Drivers in west-central NY and central PA (including on I-80, I-86 &amp; I-90), use extreme caution this morning as sno… https://t.co/MT2rEEu0BN",1089510073683062785,2019-01-27 13:06:58,19071682,"State College, PA",22,15,[]
714,"International Falls, MN shattered its record low of -36 F as temperatures plummeted to -44 this morning. More dange… https://t.co/uW6Te5mS9c",1089504559687446529,2019-01-27 12:45:03,19071682,"State College, PA",276,151,[]
715,A winter storm set to cause slick roadways and widespread travel delays in the midwestern and northeastern United S… https://t.co/Zdkq5QHRiP,1089482740741951489,2019-01-27 11:18:21,19071682,"State College, PA",30,18,[]
716,A storm system bringing heavy rainfall to the Florida Peninsula through Sunday night will bring drought relief to m… https://t.co/rHbdLv4EmS,1089468943847358464,2019-01-27 10:23:32,19071682,"State College, PA",13,7,[]
717,"The coldest air so far this winter season will plunge into the midwestern and northeastern United States this week,… https://t.co/iwor66zNqa",1089434408954802177,2019-01-27 08:06:18,19071682,"State College, PA",60,45,[]
718,"After lake-effect snow squalls bring whiteout conditions to parts of the eastern Great Lakes on Sunday, a larger st… https://t.co/svhSHXVdes",1089397134632407040,2019-01-27 05:38:11,19071682,"State College, PA",48,34,[]
719,"Before enduring the harshest cold in years, many residents of the midwestern United States will face snow, slippery… https://t.co/0Ga9TTmKGe",1089362375994757120,2019-01-27 03:20:04,19071682,"State College, PA",36,18,[]
720,"While they may threaten weekend and vacation plans, downpours will bring drought relief to the Florida Peninsula th… https://t.co/rWqloPDfnp",1089346014576893953,2019-01-27 02:15:03,19071682,"State College, PA",18,8,[]
721,The next widespread threat for snow and slippery travel across the eastern United States is taking shape for around… https://t.co/ZtK012heaU,1089324623408361473,2019-01-27 00:50:03,19071682,"State College, PA",48,32,[]
722,"A winter storm is expected to impact the Midwest and Northeast through the weekend and into early next week, paving… https://t.co/5dAHpjdlUw",1089305756158124033,2019-01-26 23:35:05,19071682,"State College, PA",53,33,[]
723,"While the midwestern United States has been dealing with bitter cold, an even harsher and more dangerous stretch of… https://t.co/x2758YNFI9",1089290897345384450,2019-01-26 22:36:02,19071682,"State College, PA",107,50,[]
724,Tomorrow's NFL Pro Bowl is expected to be a soggy affair in Orlando. Fans should be prepared for the showers to imp… https://t.co/2tq2muS14z,1089247357659738114,2019-01-26 19:43:01,19071682,"State College, PA",8,4,[]
725,"While they may threaten weekend and vacation plans, downpours will bring drought relief to the Florida Peninsula th… https://t.co/3YO1QBzU9I",1089228687793364992,2019-01-26 18:28:50,19071682,"State College, PA",26,5,[]
726,Areas from southern Belgium and Luxembourg into eastern France and Germany will start off as a mix of rain and snow… https://t.co/4vsStsfi81,1089201318969909248,2019-01-26 16:40:05,19071682,"State College, PA",15,6,[]
727,"Madison, Wisconsin, set a record low this morning when temperatures bottomed out at 23 below zero, the lowest tempe… https://t.co/96pelXirR0",1089181579128303616,2019-01-26 15:21:39,19071682,"State College, PA",39,19,[]
728,"A winter storm is expected to impact the Midwest and Northeast through the weekend and into early next week, paving… https://t.co/86fPjhWFIb",1089165863440273408,2019-01-26 14:19:12,19071682,"State College, PA",66,39,[]
729,"A 5.6 magnitude earthquake in Colombia occurred this morning, more reports to come: https://t.co/9sNiASNwUP https://t.co/TR43hEgCyz",1089147757523337216,2019-01-26 13:07:15,19071682,"State College, PA",30,28,[]
730,"Unusually frigid weather and accumulating snow could impact the southern US next week, including cities such as Lit… https://t.co/56zmM9ipZ5",1089128331784663040,2019-01-26 11:50:03,19071682,"State College, PA",27,18,[]
731,"It is shaping up to be a brutally cold morning across the Upper Midwest. 5AM temperatures include -20 (Madison, WI)… https://t.co/txdkuprdse",1089110718568382464,2019-01-26 10:40:04,19071682,"State College, PA",86,57,[]
732,"Anyone in Orlando for the Pro Bowl on Sunday afternoon will need to dodge heavy rain and thunderstorms, as an unusu… https://t.co/gPoxQmQKl7",1089093116962000898,2019-01-26 09:30:08,19071682,"State College, PA",7,3,[]
733,Wind gusts are approaching 40 mph in areas just outside Los Angeles this evening - potentially damaging wind gusts… https://t.co/xKvwaBh4IL,1089075485437509632,2019-01-26 08:20:04,19071682,"State College, PA",11,4,[]
734,"A new daily snowfall record was set in Buffalo, New York on Friday when 17.2 inches of snow accumulated. This shatt… https://t.co/j1SWhNpkNk",1089059126024507392,2019-01-26 07:15:04,19071682,"State College, PA",24,8,[]
735,"The next round of disruptively wintry weather is on the horizon for the Northeast, with slick roads, gusty winds, a… https://t.co/iuKpjCak0O",1089041507607293952,2019-01-26 06:05:03,19071682,"State College, PA",34,23,[]
736,"Following some mild weekend weather, another blast of wintry weather will overspread northern Europe by early next… https://t.co/bZSxaq4d9R",1089022636615745537,2019-01-26 04:50:04,19071682,"State College, PA",12,6,[]
737,"Wintry showers will spread across the British Isles on Sunday, followed by a chilly spell early next week:… https://t.co/X4R3G9nblS",1089003758695186432,2019-01-26 03:35:03,19071682,"State College, PA",11,4,[]
738,Disruptive snow will spread across the north-central and midwestern US Sunday into Monday. This includes Minneapoli… https://t.co/OpHYWeXFAj,1088983628535730176,2019-01-26 02:15:04,19071682,"State College, PA",29,19,[]
739,The coldest air so far this winter will freeze the midwestern and northerner US next week as the polar vortex plung… https://t.co/EMW98HsBFA,1088963492370149377,2019-01-26 00:55:03,19071682,"State College, PA",61,42,[]
740,RT @Brittany_Boyer: Hazardous road conditions Sunday into Monday as snow spreads from the Dakotas on east. Behind this storm will be extrem…,1088948699185758209,2019-01-25 23:56:16,19071682,"State College, PA",0,25,[]
741,Grab your rain gear: Rain may soak the NFL #ProBowl game this weekend: https://t.co/QlayYqbwLB https://t.co/SRxj7XD0XZ,1088940844894306304,2019-01-25 23:25:03,19071682,"State College, PA",16,4,[ProBowl]
742,"Tuesday will bring the next chance for a widespread snow in the eastern US, followed by a rapid freeze-up:… https://t.co/B9SqlOSXaM",1088920715871563778,2019-01-25 22:05:04,19071682,"State College, PA",64,33,[]
743,It is currently snowing in Chicago with an AccuWeather RealFeel® Temperature of -17F. The RealFeel® in the city has… https://t.co/nQo7aHeB9W,1088900306564452357,2019-01-25 20:43:58,19071682,"State College, PA",22,12,[]
744,RT @NWSStLouis: Light snow and flurries across northeast Missouri and west central Illinois this afternoon and evening. #mowx #ilwx https:/…,1088874373212188673,2019-01-25 19:00:55,19071682,"State College, PA",0,13,"[mowx, ilwx]"
745,"A potent storm will plunge from the North Sea into Europe late in the weekend, bringing with it wintry weather and… https://t.co/KUmle095E5",1088857421274120192,2019-01-25 17:53:33,19071682,"State College, PA",13,7,[]
746,"A storm will lay a swath of snow, slippery travel and disruptions to daily routines across the midwestern United St… https://t.co/VtNstvXEI2",1088836492384980992,2019-01-25 16:30:24,19071682,"State College, PA",72,33,[]
747,RT @FAANews: #FAA Statement: Staffing Update https://t.co/CMVcyTNSz5,1088825945618812928,2019-01-25 15:48:29,19071682,"State College, PA",0,1770,[FAA]
748,The end of January will bring the coldest air of the season for the Midwest and rival the Arctic blast from earlier… https://t.co/bQKNbdJf6N,1088814002464059394,2019-01-25 15:01:02,19071682,"State College, PA",46,34,[]
749,"RT @INDOTNorthwest: LAKE EFFECT RAINBOW; How about just a little beauty on an otherwise unpleasant (cold, snowy) morning? This lake effect…",1088802468304171008,2019-01-25 14:15:12,19071682,"State College, PA",0,41,[]
750,Lake-effect snow showers &amp; heavier squalls will bring about dangerous travel conditions for motorists across the Gr… https://t.co/nLSMVWcmrQ,1088791146329972741,2019-01-25 13:30:12,19071682,"State College, PA",15,6,[]
751,A powerful storm system will take aim at the UK this weekend and bring the chance for snow: https://t.co/1vwucXjxCp https://t.co/bD3rMSb4Vx,1088772239644917760,2019-01-25 12:15:04,19071682,"State College, PA",7,10,[]
752,RT @AccuRayno: Winter rages early next week: snowstorm followed by Polar Vortex https://t.co/G933hDau70,1088757679898669056,2019-01-25 11:17:13,19071682,"State College, PA",0,26,[]
753,"Chicago recorded its first below zero F temperature of the winter this morning, and conditions are expected to turn… https://t.co/hJVw9OJk07",1088750846119165952,2019-01-25 10:50:04,19071682,"State College, PA",27,24,[]
754,"Buffalo, New York, received 3"" of snow in one hour earlier this morning. Lake-effect snow will continue to stream o… https://t.co/0iiprMyHD1",1088733234723282944,2019-01-25 09:40:05,19071682,"State College, PA",16,11,[]
755,"A powerful storm system will take aim at the United Kingdom this weekend, bringing the chance for snow:… https://t.co/NWsxvkDgSE",1088715626972176385,2019-01-25 08:30:07,19071682,"State College, PA",14,10,[]
756,"It's currently colder in Minneapolis (-8 F) than Fairbanks, Alaska (5 F). Frigid conditions will continue to grip t… https://t.co/auqbCVWyMx",1088697626546057217,2019-01-25 07:18:35,19071682,"State College, PA",24,10,[]
757,"1.02"" of rain fell in Burlington, Vermont on Thursday, breaking the daily record of 0.91"" from 2017:… https://t.co/ap6HvjyanO",1088677886373048320,2019-01-25 06:00:09,19071682,"State College, PA",9,6,[]
758,"While the northern tier of the U.S. will remain in a deep freeze, gusty offshore winds in Southern California will… https://t.co/pBTA0Wv1RX",1088660245289885698,2019-01-25 04:50:03,19071682,"State College, PA",36,22,[]
759,Watch out for slippery and snow-covered roads across the Great Lakes overnight as snow continues to fall. Winter st… https://t.co/rqysHXJvgJ,1088642636800581632,2019-01-25 03:40:05,19071682,"State College, PA",14,8,[]
760,"It's a frigid night across the Midwest. Current AccuWeather RealFeel® Temperatures across the region: 
Cleveland: 1… https://t.co/CrhwKx03Vy",1088622150397935616,2019-01-25 02:18:40,19071682,"State College, PA",43,26,[]
761,"Only 2 days in the next week will feature temperatures above 0 F in Duluth, Minnesota, as extreme cold grips the re… https://t.co/imNmpLnOpK",1088606140278161409,2019-01-25 01:15:03,19071682,"State College, PA",31,14,[]
762,A potential 'medicane' will slam Italy and the Balkan Peninsula with heavy rain and snow into the weekend:… https://t.co/AYB8JTrvwd,1088586009691021313,2019-01-24 23:55:04,19071682,"State College, PA",22,14,[]
763,Whiteouts could cause dangerous travel around the Great Lakes as lake-effect snow ramps up into Friday:… https://t.co/8o05ppIRhu,1088566818648805376,2019-01-24 22:38:48,19071682,"State College, PA",22,15,[]
764,"Drenching downpours have contributed to ice jams in the northeastern United States, including this ice jam in Woods… https://t.co/A70BzUm4My",1088542850990653441,2019-01-24 21:03:34,19071682,"State College, PA",59,28,[]
765,"RT @StormOfCorn: The latest round of Rocky Mountain Snow produced 12"" to 18"" in parts of Wyoming, Colorado and Montana over the past 36 hou…",1088540905164947456,2019-01-24 20:55:50,19071682,"State College, PA",0,4,[]
766,This weekend's Pro Bowl may be a rainy affair in Orlando: https://t.co/Iigj2W2gQ0 https://t.co/hX8GwwRocf,1088520106504843265,2019-01-24 19:33:11,19071682,"State College, PA",6,4,[]
767,RT @NWSBoston: A Flood Warning has been issued for portions of western &amp; central Massachusetts &amp; northern Connecticut. Heavy rain combined…,1088508667543068677,2019-01-24 18:47:44,19071682,"State College, PA",0,31,[]
768,Temperatures have varied greatly throughout the Northeast on the heels of last weekend's snowstorm. A storm will co… https://t.co/9rS4kN8xwo,1088500953874087936,2019-01-24 18:17:05,19071682,"State College, PA",16,7,[]
769,The colder air plunging back into midwestern and northeastern United States late this week will pale in comparison… https://t.co/2hEunUQaAy,1088491640396881921,2019-01-24 17:40:04,19071682,"State College, PA",35,29,[]
770,"A large and powerful storm, which could be dubbed a 'medicane,' will bring impactful weather to millions of people… https://t.co/HmR8YoRvlT",1088475293445169152,2019-01-24 16:35:07,19071682,"State College, PA",33,15,[]
771,"@EXTREMECHASER Wow, did you take these photos? If so, may we use these in our syndicated news coverage with credit to you?",1088466479799025664,2019-01-24 16:00:06,19071682,"State College, PA",0,0,[]
772,"Arctic air is pressing east across Pennsylvania. It's currently 61 in the Philadelphia suburbs, while in the northw… https://t.co/cBHkaw10mN",1088448291044577280,2019-01-24 14:47:49,19071682,"State College, PA",27,17,[]
773,Lake-effect snow showers and heavier squalls will bring about dangerous travel conditions for motorists across the… https://t.co/mIO2zTxN08,1088429982513356800,2019-01-24 13:35:04,19071682,"State College, PA",29,15,[]
774,"Several homes in Lake County, Florida, were destroyed in the town of Mascotte,  after a reported tornado struck the… https://t.co/tGncUaLsRJ",1088421658300502017,2019-01-24 13:01:59,19071682,"State College, PA",21,16,[]
775,Heavy rain will continue to impact parts of the Southeast today following several days of soaking rain in the regio… https://t.co/YMseCQa8dA,1088410272203710466,2019-01-24 12:16:45,19071682,"State College, PA",6,8,[]
776,Severe thunderstorms are rolling through the central Florida Peninsula with wind gusts as high as 60 mph. Latest se… https://t.co/KQ4ev4AUYO,1088391145628057600,2019-01-24 11:00:45,19071682,"State College, PA",8,6,[]
777,People across the southern half of the Florida Peninsula will need to be on alert for locally damaging thunderstorm… https://t.co/CPEjDhLWGH,1088373355307302917,2019-01-24 09:50:03,19071682,"State College, PA",5,10,[]
778,"A storm system will strengthen as it reaches the Mediterranean Sea and bring the risk for flooding rain, heavy snow… https://t.co/F2QJaT9osz",1088355741759606784,2019-01-24 08:40:04,19071682,"State College, PA",24,16,[]
779,"The current temperature in Watertown, New York (45 F) is 67 degrees higher than 48 hours ago when it was -22 F. Col… https://t.co/CxVOJUvZsH",1088338133706571776,2019-01-24 07:30:06,19071682,"State College, PA",13,9,[]
780,"1.15"" of rain fell in Indianapolis on Wednesday, breaking the city's daily record of 0.90"" from 1871. Drier but col… https://t.co/A9riVQc6Xw",1088320517512273920,2019-01-24 06:20:06,19071682,"State College, PA",10,9,[]
781,"A flash flood warning remains in effect for Erie County, Ohio, where an ice jam at the mouth of the Vermilion River… https://t.co/2ldjWtJY4T",1088302893688598529,2019-01-24 05:10:04,19071682,"State College, PA",10,11,[]
782,Heavy t-storms rumbling through the Florida Panhandle have a history of causing tree and power line damage:… https://t.co/2jjd4tMKDd,1088285288236048385,2019-01-24 04:00:06,19071682,"State College, PA",22,6,[]
783,"A fresh round of Arctic air will descend on the midwestern United States late this week, sending the region into a… https://t.co/QKRPbacl7y",1088267657953116165,2019-01-24 02:50:03,19071682,"State College, PA",29,26,[]
784,"During Thursday, rain will focus from the eastern Carolinas to the Florida Peninsula: https://t.co/6XhwZn993s 

https://t.co/rklInk2sib",1088253469453139968,2019-01-24 01:53:40,19071682,"State College, PA",24,10,[]
785,A slow-moving storm will drench the southern United States and raise the risk of localized flooding into Thursday:… https://t.co/RGgRhBgH5t,1088233383816253440,2019-01-24 00:33:51,19071682,"State College, PA",20,21,[]
786,"RT @NWSMobile: Tornado Warning including Andalusia AL, Opp AL, Babbie AL until 6:30 PM CST https://t.co/20yWxIo4Qv",1088220639448743936,2019-01-23 23:43:13,19071682,"State College, PA",0,18,[]
787,"RT @jnmet: TC #Riley has formed off NW #Australia, just NW of #Broome. Riley should remain offshore and track parallel to the coast, but ou…",1088204691861921792,2019-01-23 22:39:51,19071682,"State College, PA",0,7,"[Riley, Australia, Broome]"
788,"This webcam from the University of Alaska Fairbanks shows the first minutes of daylight in Utqiaġvik, Alaska, on We… https://t.co/AceyMZdkAz",1088201081052631040,2019-01-23 22:25:30,19071682,"State College, PA",26,16,[]
789,"Utqiaġvik, Alaska, just saw its first sunrise in 66 days.
The last time the sun was seen in the United State’s nort… https://t.co/lEJVlPBoOW",1088195942589915136,2019-01-23 22:05:05,19071682,"State College, PA",131,57,[]
790,Chicago and Minneapolis will see AccuWeather RealFeel® Temperatures below -20F on Thursday night as dangerously col… https://t.co/fSFAuP8PKf,1088187148908617732,2019-01-23 21:30:08,19071682,"State College, PA",20,13,[]
791,Frigid air will return to the eastern US on Thursday and Friday following a brief warmup on Wednesday:… https://t.co/ovKn8Eu6KX,1088168269222240258,2019-01-23 20:15:07,19071682,"State College, PA",27,19,[]
